"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"26536",33,58,2,421.02,"flankers","CongruentLeft","Congruent",0
"26537",33,58,2,389.79,"flankers","CongruentLeft","Congruent",0
"26538",33,58,2,313.14,"flankers","CongruentLeft","Congruent",0
"26540",33,58,1,440.29,"flankers","CongruentRight","Congruent",0
"26541",33,58,1,353.14,"flankers","CongruentRight","Congruent",0
"26542",33,58,2,457.88,"flankers","CongruentLeft","Congruent",0
"26543",33,58,2,360.02,"flankers","CongruentLeft","Congruent",0
"26544",33,58,1,483.38,"flankers","CongruentRight","Congruent",0
"26545",33,58,2,337.5,"flankers","CongruentLeft","Congruent",0
"26546",33,58,1,287.56,"flankers","CongruentRight","Congruent",0
"26548",33,58,2,409.36,"flankers","CongruentLeft","Congruent",0
"26549",33,58,2,391.46,"flankers","CongruentLeft","Congruent",0
"26550",33,58,2,338.85,"flankers","CongruentLeft","Congruent",0
"26551",33,58,2,363.57,"flankers","CongruentLeft","Congruent",0
"26552",33,58,1,393.62,"flankers","CongruentRight","Congruent",0
"26553",33,58,1,354.37,"flankers","CongruentRight","Congruent",0
"26554",33,58,1,381.77,"flankers","CongruentRight","Congruent",0
"26556",33,58,1,423.62,"flankers","CongruentRight","Congruent",0
"26557",33,58,2,392.35,"flankers","CongruentLeft","Congruent",0
"26558",33,58,1,305.14,"flankers","CongruentRight","Congruent",0
"26560",33,58,1,432.27,"flankers","CongruentRight","Congruent",0
"26561",33,58,1,523.69,"flankers","CongruentRight","Congruent",0
"26562",33,58,2,444.84,"flankers","CongruentLeft","Congruent",0
"26563",33,58,4,418.91,"flankers","IncongruentRight","Incongruent",0
"26564",33,58,3,483.66,"flankers","IncongruentLeft","Incongruent",0
"26565",33,58,4,393.75,"flankers","IncongruentRight","Incongruent",0
"26567",33,58,1,443.48,"flankers","CongruentRight","Congruent",0
"26569",33,58,2,381.19,"flankers","CongruentLeft","Congruent",0
"26570",33,58,1,285.92,"flankers","CongruentRight","Congruent",0
"26571",33,58,4,481.38,"flankers","IncongruentRight","Incongruent",0
"26572",33,58,1,423.42,"flankers","CongruentRight","Congruent",0
"26573",33,58,1,309.55,"flankers","CongruentRight","Congruent",0
"26574",33,58,4,432.89,"flankers","IncongruentRight","Incongruent",0
"26575",33,58,1,364.37,"flankers","CongruentRight","Congruent",0
"26576",33,58,3,-346.35,"flankers","IncongruentLeft","Incongruent",1
"26577",33,58,2,379.44,"flankers","CongruentLeft","Congruent",0
"26579",33,58,1,397.24,"flankers","CongruentRight","Congruent",0
"26580",33,58,4,384.61,"flankers","IncongruentRight","Incongruent",0
"26581",33,58,1,337.33,"flankers","CongruentRight","Congruent",0
"26582",33,58,2,378.03,"flankers","CongruentLeft","Congruent",0
"26583",33,58,1,256.17,"flankers","CongruentRight","Congruent",0
"26584",33,58,2,270.21,"flankers","CongruentLeft","Congruent",0
"26585",33,58,2,361.54,"flankers","CongruentLeft","Congruent",0
"26587",33,58,2,406.05,"flankers","CongruentLeft","Congruent",0
"26588",33,58,4,-409.5,"flankers","IncongruentRight","Incongruent",1
"26589",33,58,1,391.94,"flankers","CongruentRight","Congruent",0
"26590",33,58,1,427.32,"flankers","CongruentRight","Congruent",0
"26591",33,58,2,388.04,"flankers","CongruentLeft","Congruent",0
"26593",33,58,2,397.82,"flankers","CongruentLeft","Congruent",0
"26595",33,58,2,324.91,"flankers","CongruentLeft","Congruent",0
"26596",33,58,2,450.94,"flankers","CongruentLeft","Congruent",0
"26598",33,58,1,441.95,"flankers","CongruentRight","Congruent",0
"26599",33,58,3,-432.09,"flankers","IncongruentLeft","Incongruent",1
"26600",33,58,1,379.84,"flankers","CongruentRight","Congruent",0
"26601",33,58,2,364.58,"flankers","CongruentLeft","Congruent",0
"26602",33,58,4,418.64,"flankers","IncongruentRight","Incongruent",0
"26604",33,58,4,481.85,"flankers","IncongruentRight","Incongruent",0
"26606",33,58,1,398.35,"flankers","CongruentRight","Congruent",0
"26607",33,58,1,441.81,"flankers","CongruentRight","Congruent",0
