"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"14294",37,72,1,314.13,"flankers","CongruentRight","Congruent",0
"14295",37,72,2,314.89,"flankers","CongruentLeft","Congruent",0
"14296",37,72,1,286.28,"flankers","CongruentRight","Congruent",0
"14297",37,72,2,297.68,"flankers","CongruentLeft","Congruent",0
"14298",37,72,2,330.42,"flankers","CongruentLeft","Congruent",0
"14299",37,72,2,304.44,"flankers","CongruentLeft","Congruent",0
"14300",37,72,4,529.08,"flankers","IncongruentRight","Incongruent",0
"14302",37,72,2,357.91,"flankers","CongruentLeft","Congruent",0
"14303",37,72,1,337.31,"flankers","CongruentRight","Congruent",0
"14305",37,72,1,344.39,"flankers","CongruentRight","Congruent",0
"14306",37,72,2,329.06,"flankers","CongruentLeft","Congruent",0
"14307",37,72,3,487.14,"flankers","IncongruentLeft","Incongruent",0
"14308",37,72,2,325.19,"flankers","CongruentLeft","Congruent",0
"14309",37,72,2,328.66,"flankers","CongruentLeft","Congruent",0
"14310",37,72,2,310.69,"flankers","CongruentLeft","Congruent",0
"14311",37,72,1,363.52,"flankers","CongruentRight","Congruent",0
"14312",37,72,1,422.96,"flankers","CongruentRight","Congruent",0
"14313",37,72,1,293.14,"flankers","CongruentRight","Congruent",0
"14314",37,72,1,307.12,"flankers","CongruentRight","Congruent",0
"14315",37,72,2,347.92,"flankers","CongruentLeft","Congruent",0
"14316",37,72,2,356.71,"flankers","CongruentLeft","Congruent",0
"14318",37,72,2,329,"flankers","CongruentLeft","Congruent",0
"14319",37,72,1,263.01,"flankers","CongruentRight","Congruent",0
"14320",37,72,2,255.65,"flankers","CongruentLeft","Congruent",0
"14321",37,72,1,261.77,"flankers","CongruentRight","Congruent",0
"14322",37,72,2,259.84,"flankers","CongruentLeft","Congruent",0
"14324",37,72,1,290.97,"flankers","CongruentRight","Congruent",0
"14325",37,72,1,262.35,"flankers","CongruentRight","Congruent",0
"14328",37,72,3,483.85,"flankers","IncongruentLeft","Incongruent",0
"14329",37,72,4,-353.96,"flankers","IncongruentRight","Incongruent",1
"14330",37,72,1,299.16,"flankers","CongruentRight","Congruent",0
"14335",37,72,2,343.88,"flankers","CongruentLeft","Congruent",0
"14336",37,72,1,280.65,"flankers","CongruentRight","Congruent",0
"14337",37,72,1,324.01,"flankers","CongruentRight","Congruent",0
"14338",37,72,2,295.4,"flankers","CongruentLeft","Congruent",0
"14339",37,72,2,285.5,"flankers","CongruentLeft","Congruent",0
"14340",37,72,1,272.93,"flankers","CongruentRight","Congruent",0
"14341",37,72,2,284.28,"flankers","CongruentLeft","Congruent",0
"14342",37,72,1,258.31,"flankers","CongruentRight","Congruent",0
"14343",37,72,2,304.42,"flankers","CongruentLeft","Congruent",0
"14344",37,72,2,321.1,"flankers","CongruentLeft","Congruent",0
"14345",37,72,2,311.14,"flankers","CongruentLeft","Congruent",0
"14346",37,72,1,290.5,"flankers","CongruentRight","Congruent",0
"14347",37,72,2,272.59,"flankers","CongruentLeft","Congruent",0
"14348",37,72,3,-297.35,"flankers","IncongruentLeft","Incongruent",1
"14349",37,72,2,359.78,"flankers","CongruentLeft","Congruent",0
"14350",37,72,1,280.6,"flankers","CongruentRight","Congruent",0
"14351",37,72,4,-316,"flankers","IncongruentRight","Incongruent",1
"14352",37,72,4,485.19,"flankers","IncongruentRight","Incongruent",0
"14353",37,72,2,320.71,"flankers","CongruentLeft","Congruent",0
"14354",37,72,2,332.02,"flankers","CongruentLeft","Congruent",0
"14355",37,72,2,330.04,"flankers","CongruentLeft","Congruent",0
"14357",37,72,1,299.74,"flankers","CongruentRight","Congruent",0
"14358",37,72,1,300.52,"flankers","CongruentRight","Congruent",0
"14359",37,72,4,-333.18,"flankers","IncongruentRight","Incongruent",1
"14361",37,72,2,335.28,"flankers","CongruentLeft","Congruent",0
"14362",37,72,1,269.44,"flankers","CongruentRight","Congruent",0
"14363",37,72,1,288.75,"flankers","CongruentRight","Congruent",0
"14364",37,72,2,324.19,"flankers","CongruentLeft","Congruent",0
"14365",37,72,2,303.64,"flankers","CongruentLeft","Congruent",0
"14366",37,72,1,304.29,"flankers","CongruentRight","Congruent",0
"14367",37,72,1,286.44,"flankers","CongruentRight","Congruent",0
"14368",37,72,1,313.8,"flankers","CongruentRight","Congruent",0
"14369",37,72,3,386.62,"flankers","IncongruentLeft","Incongruent",0
"14371",37,72,1,295.13,"flankers","CongruentRight","Congruent",0
"14372",37,72,1,309.18,"flankers","CongruentRight","Congruent",0
"14373",37,72,4,493.97,"flankers","IncongruentRight","Incongruent",0
"14374",37,72,1,356.13,"flankers","CongruentRight","Congruent",0
"14375",37,72,2,308.94,"flankers","CongruentLeft","Congruent",0
"14376",37,72,1,341.73,"flankers","CongruentRight","Congruent",0
"14377",37,72,2,334.38,"flankers","CongruentLeft","Congruent",0
"14379",37,72,4,416.13,"flankers","IncongruentRight","Incongruent",0
"14380",37,72,1,326.3,"flankers","CongruentRight","Congruent",0
"14381",37,72,2,308.28,"flankers","CongruentLeft","Congruent",0
"14382",37,72,2,335.72,"flankers","CongruentLeft","Congruent",0
"14384",37,72,1,281.43,"flankers","CongruentRight","Congruent",0
"14386",37,72,1,336.43,"flankers","CongruentRight","Congruent",0
"14387",37,72,1,302.52,"flankers","CongruentRight","Congruent",0
"14388",37,72,2,319.26,"flankers","CongruentLeft","Congruent",0
"14390",37,72,1,267.6,"flankers","CongruentRight","Congruent",0
"14392",37,72,2,272.07,"flankers","CongruentLeft","Congruent",0
"14393",37,72,2,323.41,"flankers","CongruentLeft","Congruent",0
"14394",37,72,2,337.43,"flankers","CongruentLeft","Congruent",0
"14397",37,72,2,356.19,"flankers","CongruentLeft","Congruent",0
"14399",37,72,1,291.35,"flankers","CongruentRight","Congruent",0
"14400",37,72,2,297.38,"flankers","CongruentLeft","Congruent",0
"14441",2,2,1,405.74,"flankers","CongruentRight","Congruent",0
"14442",2,2,2,315.86,"flankers","CongruentLeft","Congruent",0
"14443",2,2,1,367.23,"flankers","CongruentRight","Congruent",0
"14444",2,2,2,317.25,"flankers","CongruentLeft","Congruent",0
"14445",2,2,2,360.59,"flankers","CongruentLeft","Congruent",0
"14446",2,2,1,350.66,"flankers","CongruentRight","Congruent",0
"14447",2,2,3,418.03,"flankers","IncongruentLeft","Incongruent",0
"14448",2,2,1,368.17,"flankers","CongruentRight","Congruent",0
"14449",2,2,2,366.25,"flankers","CongruentLeft","Congruent",0
"14450",2,2,2,372.26,"flankers","CongruentLeft","Congruent",0
"14451",2,2,3,-351.76,"flankers","IncongruentLeft","Incongruent",1
"14452",2,2,3,483.45,"flankers","IncongruentLeft","Incongruent",0
"14453",2,2,2,393.53,"flankers","CongruentLeft","Congruent",0
"14454",2,2,1,356.96,"flankers","CongruentRight","Congruent",0
"14455",2,2,2,376.33,"flankers","CongruentLeft","Congruent",0
"14456",2,2,2,369.05,"flankers","CongruentLeft","Congruent",0
"14457",2,2,1,535.08,"flankers","CongruentRight","Congruent",0
"14458",2,2,2,314.96,"flankers","CongruentLeft","Congruent",0
"14459",2,2,2,342.31,"flankers","CongruentLeft","Congruent",0
"14460",2,2,3,468.35,"flankers","IncongruentLeft","Incongruent",0
"14461",2,2,1,383.85,"flankers","CongruentRight","Congruent",0
"14462",2,2,2,397.94,"flankers","CongruentLeft","Congruent",0
"14463",2,2,1,369.38,"flankers","CongruentRight","Congruent",0
"14464",2,2,3,431.38,"flankers","IncongruentLeft","Incongruent",0
"14465",2,2,2,-498.78,"flankers","CongruentLeft","Congruent",1
"14466",2,2,2,347.94,"flankers","CongruentLeft","Congruent",0
"14467",2,2,2,380.68,"flankers","CongruentLeft","Congruent",0
"14468",2,2,1,410.79,"flankers","CongruentRight","Congruent",0
"14469",2,2,2,318.26,"flankers","CongruentLeft","Congruent",0
"14470",2,2,1,393.65,"flankers","CongruentRight","Congruent",0
"14471",2,2,2,340.97,"flankers","CongruentLeft","Congruent",0
"14472",2,2,1,371.08,"flankers","CongruentRight","Congruent",0
"14473",2,2,3,441.11,"flankers","IncongruentLeft","Incongruent",0
"14475",2,2,1,392.26,"flankers","CongruentRight","Congruent",0
"14477",2,2,2,338.13,"flankers","CongruentLeft","Congruent",0
"14478",2,2,1,400.18,"flankers","CongruentRight","Congruent",0
"14479",2,2,2,339.57,"flankers","CongruentLeft","Congruent",0
"14480",2,2,4,-428.24,"flankers","IncongruentRight","Incongruent",1
"14481",2,2,2,384.08,"flankers","CongruentLeft","Congruent",0
"14482",2,2,1,400.87,"flankers","CongruentRight","Congruent",0
"14484",2,2,2,453.24,"flankers","CongruentLeft","Congruent",0
"14485",2,2,2,499.37,"flankers","CongruentLeft","Congruent",0
"14486",2,2,2,388.12,"flankers","CongruentLeft","Congruent",0
"14487",2,2,3,564.79,"flankers","IncongruentLeft","Incongruent",0
"14488",2,2,4,501.95,"flankers","IncongruentRight","Incongruent",0
"14489",2,2,2,396.36,"flankers","CongruentLeft","Congruent",0
"14490",2,2,3,469.15,"flankers","IncongruentLeft","Incongruent",0
"14491",2,2,1,392.6,"flankers","CongruentRight","Congruent",0
"14492",2,2,1,377.4,"flankers","CongruentRight","Congruent",0
"14493",2,2,2,375.54,"flankers","CongruentLeft","Congruent",0
"14494",2,2,2,360.26,"flankers","CongruentLeft","Congruent",0
"14495",2,2,2,358.34,"flankers","CongruentLeft","Congruent",0
"14497",2,2,1,344.07,"flankers","CongruentRight","Congruent",0
"14498",2,2,1,384.8,"flankers","CongruentRight","Congruent",0
"14500",2,2,2,391.95,"flankers","CongruentLeft","Congruent",0
"14501",2,2,4,504.7,"flankers","IncongruentRight","Incongruent",0
"14502",2,2,1,455.14,"flankers","CongruentRight","Congruent",0
"14503",2,2,2,386.67,"flankers","CongruentLeft","Congruent",0
"14504",2,2,2,382.03,"flankers","CongruentLeft","Congruent",0
"14505",2,2,1,374.79,"flankers","CongruentRight","Congruent",0
"14507",2,2,1,376.59,"flankers","CongruentRight","Congruent",0
"14508",2,2,1,401.23,"flankers","CongruentRight","Congruent",0
"14511",2,2,2,414.64,"flankers","CongruentLeft","Congruent",0
"14512",2,2,1,367.36,"flankers","CongruentRight","Congruent",0
"14513",2,2,2,389.42,"flankers","CongruentLeft","Congruent",0
"14514",2,2,1,334.22,"flankers","CongruentRight","Congruent",0
"14515",2,2,1,382.96,"flankers","CongruentRight","Congruent",0
"14516",2,2,2,485.1,"flankers","CongruentLeft","Congruent",0
"14517",2,2,1,371.21,"flankers","CongruentRight","Congruent",0
"14519",2,2,2,410.17,"flankers","CongruentLeft","Congruent",0
"14521",2,2,4,-489.21,"flankers","IncongruentRight","Incongruent",1
"14522",2,2,2,413.05,"flankers","CongruentLeft","Congruent",0
"14523",2,2,1,360.58,"flankers","CongruentRight","Congruent",0
"14524",2,2,1,387.87,"flankers","CongruentRight","Congruent",0
"14525",2,2,1,399.28,"flankers","CongruentRight","Congruent",0
"14526",2,2,1,368.03,"flankers","CongruentRight","Congruent",0
"14527",2,2,2,438.07,"flankers","CongruentLeft","Congruent",0
"14528",2,2,2,401.45,"flankers","CongruentLeft","Congruent",0
"14529",2,2,1,335.52,"flankers","CongruentRight","Congruent",0
"14530",2,2,1,338.94,"flankers","CongruentRight","Congruent",0
"14531",2,2,1,429.17,"flankers","CongruentRight","Congruent",0
"14532",2,2,1,395.31,"flankers","CongruentRight","Congruent",0
"14535",2,2,2,384.73,"flankers","CongruentLeft","Congruent",0
"14536",2,2,1,374.84,"flankers","CongruentRight","Congruent",0
"14537",2,2,4,540.9,"flankers","IncongruentRight","Incongruent",0
"14538",2,2,1,363.39,"flankers","CongruentRight","Congruent",0
"14539",2,2,4,510.78,"flankers","IncongruentRight","Incongruent",0
"14540",2,2,2,407.95,"flankers","CongruentLeft","Congruent",0
"14541",2,2,3,-406,"flankers","IncongruentLeft","Incongruent",1
"14542",2,2,4,548.5,"flankers","IncongruentRight","Incongruent",0
"14543",2,2,1,381.56,"flankers","CongruentRight","Congruent",0
"14545",2,2,1,388.62,"flankers","CongruentRight","Congruent",0
"14546",2,2,1,461.46,"flankers","CongruentRight","Congruent",0
"14547",2,2,3,-355.57,"flankers","IncongruentLeft","Incongruent",1
"14548",2,2,4,559.32,"flankers","IncongruentRight","Incongruent",0
"14549",2,2,2,384.48,"flankers","CongruentLeft","Congruent",0
"14551",2,2,1,351.61,"flankers","CongruentRight","Congruent",0
"14552",2,2,2,387,"flankers","CongruentLeft","Congruent",0
"14553",2,2,1,315.75,"flankers","CongruentRight","Congruent",0
"14554",2,2,1,391.09,"flankers","CongruentRight","Congruent",0
"14557",2,2,1,385.98,"flankers","CongruentRight","Congruent",0
"14559",2,2,1,-457.18,"flankers","CongruentRight","Congruent",1
"14560",2,2,1,370.36,"flankers","CongruentRight","Congruent",0
"14561",2,2,2,421.8,"flankers","CongruentLeft","Congruent",0
"14563",2,2,4,527.71,"flankers","IncongruentRight","Incongruent",0
"14565",2,2,2,431.08,"flankers","CongruentLeft","Congruent",0
"14566",2,2,2,442.46,"flankers","CongruentLeft","Congruent",0
"14567",2,2,1,408.63,"flankers","CongruentRight","Congruent",0
"14568",2,2,3,-404.07,"flankers","IncongruentLeft","Incongruent",1
"14570",2,2,2,440.96,"flankers","CongruentLeft","Congruent",0
"14571",2,2,2,484.44,"flankers","CongruentLeft","Congruent",0
"14573",2,2,3,576.9,"flankers","IncongruentLeft","Incongruent",0
"14574",2,2,2,468.77,"flankers","CongruentLeft","Congruent",0
"14576",2,2,2,425.16,"flankers","CongruentLeft","Congruent",0
"14577",2,2,2,415.28,"flankers","CongruentLeft","Congruent",0
"14578",2,2,2,402.75,"flankers","CongruentLeft","Congruent",0
"14579",2,2,1,392.9,"flankers","CongruentRight","Congruent",0
"14580",2,2,2,404.27,"flankers","CongruentLeft","Congruent",0
"14582",2,2,4,480.69,"flankers","IncongruentRight","Incongruent",0
"14583",2,2,1,489.55,"flankers","CongruentRight","Congruent",0
"14584",2,2,2,383.61,"flankers","CongruentLeft","Congruent",0
"14585",2,2,4,405.7,"flankers","IncongruentRight","Incongruent",0
"14586",2,2,1,457.12,"flankers","CongruentRight","Congruent",0
"14587",2,2,4,535.26,"flankers","IncongruentRight","Incongruent",0
"14588",2,2,1,341.73,"flankers","CongruentRight","Congruent",0
"14589",2,2,1,406.47,"flankers","CongruentRight","Congruent",0
"14590",2,2,3,476.55,"flankers","IncongruentLeft","Incongruent",0
"14591",2,2,2,439.9,"flankers","CongruentLeft","Congruent",0
"14592",2,2,2,483.34,"flankers","CongruentLeft","Congruent",0
"14595",2,2,3,531.44,"flankers","IncongruentLeft","Incongruent",0
"14596",2,2,3,-415.21,"flankers","IncongruentLeft","Incongruent",1
"14598",2,2,1,414.67,"flankers","CongruentRight","Congruent",0
"14599",2,2,1,356.81,"flankers","CongruentRight","Congruent",0
"14600",2,2,2,429.58,"flankers","CongruentLeft","Congruent",0
"14601",2,2,3,-401.01,"flankers","IncongruentLeft","Incongruent",1
"14603",2,2,1,408.4,"flankers","CongruentRight","Congruent",0
"14604",2,2,2,497.19,"flankers","CongruentLeft","Congruent",0
"14606",2,2,1,448.31,"flankers","CongruentRight","Congruent",0
"14607",2,2,2,507.78,"flankers","CongruentLeft","Congruent",0
"14608",2,2,1,404.91,"flankers","CongruentRight","Congruent",0
"14610",2,2,1,369.38,"flankers","CongruentRight","Congruent",0
"14611",2,2,2,415.4,"flankers","CongruentLeft","Congruent",0
"14612",2,2,2,413.57,"flankers","CongruentLeft","Congruent",0
"14613",2,2,3,-355.63,"flankers","IncongruentLeft","Incongruent",1
"14614",2,2,2,428.78,"flankers","CongruentLeft","Congruent",0
"14615",2,2,1,405.55,"flankers","CongruentRight","Congruent",0
"14617",2,2,1,386.01,"flankers","CongruentRight","Congruent",0
"14618",2,2,2,424.12,"flankers","CongruentLeft","Congruent",0
"14619",2,2,2,464.88,"flankers","CongruentLeft","Congruent",0
"14620",2,2,2,415.06,"flankers","CongruentLeft","Congruent",0
"14621",2,2,1,433.36,"flankers","CongruentRight","Congruent",0
"14622",2,2,3,538.11,"flankers","IncongruentLeft","Incongruent",0
"14624",2,2,1,417.56,"flankers","CongruentRight","Congruent",0
"14625",2,2,2,426.32,"flankers","CongruentLeft","Congruent",0
"14626",2,2,2,411.13,"flankers","CongruentLeft","Congruent",0
"14627",2,2,4,521.18,"flankers","IncongruentRight","Incongruent",0
"14629",2,2,2,432.6,"flankers","CongruentLeft","Congruent",0
"14630",2,2,2,513.39,"flankers","CongruentLeft","Congruent",0
"14631",2,2,2,394.47,"flankers","CongruentLeft","Congruent",0
"14632",2,2,1,387.27,"flankers","CongruentRight","Congruent",0
"14633",2,2,2,393.38,"flankers","CongruentLeft","Congruent",0
"14634",2,2,4,484.76,"flankers","IncongruentRight","Incongruent",0
"14635",2,2,2,442.87,"flankers","CongruentLeft","Congruent",0
"14636",2,2,1,366.41,"flankers","CongruentRight","Congruent",0
"14637",2,2,2,468.44,"flankers","CongruentLeft","Congruent",0
"14638",2,2,2,413.21,"flankers","CongruentLeft","Congruent",0
"14639",2,2,2,384.62,"flankers","CongruentLeft","Congruent",0
"14640",2,2,1,409.33,"flankers","CongruentRight","Congruent",0
"14641",2,2,2,519.4,"flankers","CongruentLeft","Congruent",0
"14642",2,2,2,352.5,"flankers","CongruentLeft","Congruent",0
"14643",2,2,1,363.91,"flankers","CongruentRight","Congruent",0
"14644",2,2,1,401.98,"flankers","CongruentRight","Congruent",0
"14645",2,2,1,400,"flankers","CongruentRight","Congruent",0
"14646",2,2,1,320.83,"flankers","CongruentRight","Congruent",0
"14647",2,2,4,372.23,"flankers","IncongruentRight","Incongruent",0
"14648",2,2,2,351.68,"flankers","CongruentLeft","Congruent",0
"14651",2,2,1,404.94,"flankers","CongruentRight","Congruent",0
"14652",2,2,3,499.06,"flankers","IncongruentLeft","Incongruent",0
"14653",2,2,4,475.82,"flankers","IncongruentRight","Incongruent",0
"14654",2,2,2,431.23,"flankers","CongruentLeft","Congruent",0
"14655",2,2,2,424.04,"flankers","CongruentLeft","Congruent",0
"14656",2,2,1,350.17,"flankers","CongruentRight","Congruent",0
"14657",2,2,1,441.52,"flankers","CongruentRight","Congruent",0
"14658",2,2,1,359.59,"flankers","CongruentRight","Congruent",0
"14659",2,2,2,402.99,"flankers","CongruentLeft","Congruent",0
"14661",2,2,4,482.07,"flankers","IncongruentRight","Incongruent",0
"14662",2,2,1,456.19,"flankers","CongruentRight","Congruent",0
"14663",2,2,1,342.31,"flankers","CongruentRight","Congruent",0
"14664",2,2,1,343.04,"flankers","CongruentRight","Congruent",0
"14665",2,2,1,333.13,"flankers","CongruentRight","Congruent",0
"14666",2,2,4,-408.55,"flankers","IncongruentRight","Incongruent",1
"14668",2,2,2,415.95,"flankers","CongruentLeft","Congruent",0
"14670",2,2,2,449.8,"flankers","CongruentLeft","Congruent",0
"14671",2,2,4,407.81,"flankers","IncongruentRight","Incongruent",0
"14672",2,2,1,365.91,"flankers","CongruentRight","Congruent",0
"14673",2,2,2,419.92,"flankers","CongruentLeft","Congruent",0
"14674",2,2,1,452.66,"flankers","CongruentRight","Congruent",0
"14675",2,2,1,346.77,"flankers","CongruentRight","Congruent",0
"14676",2,2,2,379.44,"flankers","CongruentLeft","Congruent",0
"14677",2,2,2,433.61,"flankers","CongruentLeft","Congruent",0
"14678",2,2,2,420.99,"flankers","CongruentLeft","Congruent",0
"14680",2,2,2,390.75,"flankers","CongruentLeft","Congruent",0
"14681",2,2,2,386.21,"flankers","CongruentLeft","Congruent",0
"14682",2,2,3,-376.29,"flankers","IncongruentLeft","Incongruent",1
"14683",2,2,1,425.39,"flankers","CongruentRight","Congruent",0
"14684",2,2,1,418.09,"flankers","CongruentRight","Congruent",0
"14686",2,2,1,387.85,"flankers","CongruentRight","Congruent",0
"14687",2,2,2,399.26,"flankers","CongruentLeft","Congruent",0
"14691",2,2,1,427.01,"flankers","CongruentRight","Congruent",0
"14692",2,2,3,491.76,"flankers","IncongruentLeft","Incongruent",0
"14693",2,2,1,441.84,"flankers","CongruentRight","Congruent",0
"14696",2,2,1,412.57,"flankers","CongruentRight","Congruent",0
"14698",2,2,2,363.61,"flankers","CongruentLeft","Congruent",0
"14700",2,2,1,402.66,"flankers","CongruentRight","Congruent",0
"14701",2,2,1,416.68,"flankers","CongruentRight","Congruent",0
"14702",2,2,1,361.43,"flankers","CongruentRight","Congruent",0
"14703",2,2,4,519.46,"flankers","IncongruentRight","Incongruent",0
"14704",2,2,1,366,"flankers","CongruentRight","Congruent",0
"14705",2,2,1,361.4,"flankers","CongruentRight","Congruent",0
"14707",2,2,1,352.56,"flankers","CongruentRight","Congruent",0
"14708",2,2,2,395.91,"flankers","CongruentLeft","Congruent",0
"14709",2,2,1,343.35,"flankers","CongruentRight","Congruent",0
"14710",2,2,2,405.47,"flankers","CongruentLeft","Congruent",0
"14712",2,2,1,444.11,"flankers","CongruentRight","Congruent",0
"14714",2,2,1,376.53,"flankers","CongruentRight","Congruent",0
"14715",2,2,2,390.65,"flankers","CongruentLeft","Congruent",0
"14716",2,2,4,465.99,"flankers","IncongruentRight","Incongruent",0
"14719",2,2,3,-346.06,"flankers","IncongruentLeft","Incongruent",1
"14720",2,2,4,400.59,"flankers","IncongruentRight","Incongruent",0
"14722",2,2,1,335.62,"flankers","CongruentRight","Congruent",0
"14723",2,2,2,501.69,"flankers","CongruentLeft","Congruent",0
"14726",2,2,4,494.05,"flankers","IncongruentRight","Incongruent",0
"14727",2,2,1,428.22,"flankers","CongruentRight","Congruent",0
"14728",2,2,1,477.02,"flankers","CongruentRight","Congruent",0
"14729",2,2,2,304.43,"flankers","CongruentLeft","Congruent",0
"14730",2,2,4,473.14,"flankers","IncongruentRight","Incongruent",0
"14732",2,2,1,346.88,"flankers","CongruentRight","Congruent",0
"14733",2,2,2,387.54,"flankers","CongruentLeft","Congruent",0
"14734",2,2,3,-430.93,"flankers","IncongruentLeft","Incongruent",1
"14735",2,2,1,354.75,"flankers","CongruentRight","Congruent",0
"14736",2,2,1,398.14,"flankers","CongruentRight","Congruent",0
"14737",2,2,3,497.46,"flankers","IncongruentLeft","Incongruent",0
"14738",2,2,2,386.27,"flankers","CongruentLeft","Congruent",0
"14739",2,2,2,392.44,"flankers","CongruentLeft","Congruent",0
"14740",2,2,2,387.85,"flankers","CongruentLeft","Congruent",0
"14742",2,2,2,440.28,"flankers","CongruentLeft","Congruent",0
"14743",2,2,2,363.73,"flankers","CongruentLeft","Congruent",0
"14744",2,2,3,-327.22,"flankers","IncongruentLeft","Incongruent",1
"14745",2,2,3,485.61,"flankers","IncongruentLeft","Incongruent",0
"14746",2,2,4,481.11,"flankers","IncongruentRight","Incongruent",0
"14747",2,2,2,399.18,"flankers","CongruentLeft","Congruent",0
"14748",2,2,1,354.65,"flankers","CongruentRight","Congruent",0
"14749",2,2,2,381.97,"flankers","CongruentLeft","Congruent",0
"14750",2,2,1,446.71,"flankers","CongruentRight","Congruent",0
"14751",2,2,2,404.78,"flankers","CongruentLeft","Congruent",0
"14752",2,2,4,490.9,"flankers","IncongruentRight","Incongruent",0
"14753",2,2,1,382.37,"flankers","CongruentRight","Congruent",0
"14754",2,2,2,396.49,"flankers","CongruentLeft","Congruent",0
"14755",2,2,1,407.9,"flankers","CongruentRight","Congruent",0
"14756",2,2,2,397.93,"flankers","CongruentLeft","Congruent",0
"14757",2,2,2,457.35,"flankers","CongruentLeft","Congruent",0
"14759",2,2,2,435.18,"flankers","CongruentLeft","Congruent",0
"14760",2,2,1,411.95,"flankers","CongruentRight","Congruent",0
"14762",2,2,1,403.25,"flankers","CongruentRight","Congruent",0
"14763",2,2,4,-390.71,"flankers","IncongruentRight","Incongruent",1
"14764",2,2,2,431.94,"flankers","CongruentLeft","Congruent",0
"14766",2,2,1,340.43,"flankers","CongruentRight","Congruent",0
"14769",2,2,2,361.93,"flankers","CongruentLeft","Congruent",0
"14770",2,2,3,474.74,"flankers","IncongruentLeft","Incongruent",0
"14771",2,2,1,390.2,"flankers","CongruentRight","Congruent",0
"14773",2,2,1,322.51,"flankers","CongruentRight","Congruent",0
"14774",2,2,4,-392.56,"flankers","IncongruentRight","Incongruent",1
"14775",2,2,3,436.39,"flankers","IncongruentLeft","Incongruent",0
"14776",2,2,4,479.86,"flankers","IncongruentRight","Incongruent",0
"14777",2,2,2,387.28,"flankers","CongruentLeft","Congruent",0
"14778",2,2,2,406.68,"flankers","CongruentLeft","Congruent",0
"14779",2,2,4,468.76,"flankers","IncongruentRight","Incongruent",0
"14781",2,2,1,353.16,"flankers","CongruentRight","Congruent",0
"14783",2,2,1,333.64,"flankers","CongruentRight","Congruent",0
"14785",2,2,1,338.18,"flankers","CongruentRight","Congruent",0
"14786",2,2,2,354.91,"flankers","CongruentLeft","Congruent",0
"14787",2,2,2,403.69,"flankers","CongruentLeft","Congruent",0
"14788",2,2,1,367.16,"flankers","CongruentRight","Congruent",0
"14789",2,2,3,397.22,"flankers","IncongruentLeft","Incongruent",0
"14790",2,2,1,342.07,"flankers","CongruentRight","Congruent",0
"14791",2,2,2,382.81,"flankers","CongruentLeft","Congruent",0
"14792",2,2,3,460.88,"flankers","IncongruentLeft","Incongruent",0
"14793",2,2,2,389.66,"flankers","CongruentLeft","Congruent",0
"14795",2,2,1,354.15,"flankers","CongruentRight","Congruent",0
"14796",2,2,1,381.55,"flankers","CongruentRight","Congruent",0
"14797",2,2,1,334.24,"flankers","CongruentRight","Congruent",0
"14798",2,2,1,334.9,"flankers","CongruentRight","Congruent",0
"14799",2,2,1,391.6,"flankers","CongruentRight","Congruent",0
"14800",2,2,2,352.38,"flankers","CongruentLeft","Congruent",0
"14841",3,3,1,363.12,"flankers","CongruentRight","Congruent",0
"14842",3,3,2,358.57,"flankers","CongruentLeft","Congruent",0
"14843",3,3,4,481.95,"flankers","IncongruentRight","Incongruent",0
"14844",3,3,1,426.74,"flankers","CongruentRight","Congruent",0
"14845",3,3,1,459.45,"flankers","CongruentRight","Congruent",0
"14847",3,3,1,413.2,"flankers","CongruentRight","Congruent",0
"14848",3,3,3,539.29,"flankers","IncongruentLeft","Incongruent",0
"14849",3,3,1,377.77,"flankers","CongruentRight","Congruent",0
"14850",3,3,1,391.88,"flankers","CongruentRight","Congruent",0
"14851",3,3,4,571.31,"flankers","IncongruentRight","Incongruent",0
"14853",3,3,1,400.07,"flankers","CongruentRight","Congruent",0
"14856",3,3,2,413.38,"flankers","CongruentLeft","Congruent",0
"14857",3,3,1,376.85,"flankers","CongruentRight","Congruent",0
"14858",3,3,3,478.98,"flankers","IncongruentLeft","Incongruent",0
"14859",3,3,1,378.41,"flankers","CongruentRight","Congruent",0
"14860",3,3,1,443.13,"flankers","CongruentRight","Congruent",0
"14861",3,3,2,457.16,"flankers","CongruentLeft","Congruent",0
"14862",3,3,3,561.9,"flankers","IncongruentLeft","Incongruent",0
"14863",3,3,2,411.03,"flankers","CongruentLeft","Congruent",0
"14864",3,3,2,409.07,"flankers","CongruentLeft","Congruent",0
"14865",3,3,1,391.21,"flankers","CongruentRight","Congruent",0
"14866",3,3,2,330.57,"flankers","CongruentLeft","Congruent",0
"14867",3,3,1,392.64,"flankers","CongruentRight","Congruent",0
"14868",3,3,2,428.06,"flankers","CongruentLeft","Congruent",0
"14869",3,3,2,434.19,"flankers","CongruentLeft","Congruent",0
"14870",3,3,2,461.59,"flankers","CongruentLeft","Congruent",0
"14871",3,3,2,411.77,"flankers","CongruentLeft","Congruent",0
"14872",3,3,2,433.87,"flankers","CongruentLeft","Congruent",0
"14873",3,3,2,429.27,"flankers","CongruentLeft","Congruent",0
"14874",3,3,1,470.05,"flankers","CongruentRight","Congruent",0
"14875",3,3,2,401.46,"flankers","CongruentLeft","Congruent",0
"14876",3,3,1,428.83,"flankers","CongruentRight","Congruent",0
